title	year	imdbID	rating	genre	value	revenue	original_language	popularity	vote_average	budget
Shrek 2 	2004 	tt0298148 	PG 	Animation, Adventure, Comedy 	$436.47M 	919838758 	en 	13.474504 	6.7 	150000000
National Treasure 	2004 	tt0368891 	PG 	Action, Adventure, Family 	$173.01M 	347451894 	en 	14.507957 	6.4 	100000000
9 Songs 	2004 	tt0411705 	Not Rated 	Drama, Music, Romance 	$0.05M 	1574623 	en 	9.601275 	5.1 	1000000
AVP: Alien vs. Predator 	2004 	tt0370263 	PG-13 	Action, Horror, Sci-Fi 	$80.28M 	171183863 	en 	9.38669 	5.6 	70000000
Before Sunset 	2004 	tt0381681 	R 	Drama, Romance 	$5.79M 	15992615 	en 	7.682235 	7.6 	2700000
Harold & Kumar Go to White Castle 	2004 	tt0366551 	R 	Adventure, Comedy 	$18.23M 	23936908 	en 	6.295825 	6.6 	9000000
The Stepford Wives 	2004 	tt0327162 	PG-13 	Comedy, Sci-Fi, Thriller 	$59.48M 	102000000 	en 	10.114347 	5.4 	90000000
The Grudge 	2004 	tt0391198 	PG-13 	Horror, Mystery, Thriller 	$110.36M 	183474602 	en 	7.702957 	5.8 	10000000
Dead Man's Shoes 	2004 	tt0419677 	Not Rated 	Crime, Drama, Thriller 	$0.01M 	0 	en 	13.53133 	7.2 	0
The Princess Diaries 2: Royal Engagement 	2004 	tt0368933 	G 	Comedy, Family, Romance 	$95.17M 	95149435 	en 	9.09071 	6.0 	40000000
Sleepover 	2004 	tt0368975 	PG 	Comedy, Romance 	$9.44M 	0 	en 	6.894272 	5.4 	0
Ella Enchanted 	2004 	tt0327679 	PG 	Comedy, Family, Fantasy 	$22.92M 	27388767 	en 	9.833977 	5.9 	31000000
Resident Evil: Apocalypse 	2004 	tt0318627 	R 	Action, Horror, Sci-Fi 	$51.20M 	129394835 	en 	7.139682 	6.1 	45000000
Secret Window 	2004 	tt0363988 	PG-13 	Mystery, Thriller 	$48.02M 	92913171 	en 	7.690937 	6.4 	40000000
The Polar Express 	2004 	tt0338348 	G 	Animation, Adventure, Family 	$183.37M 	305875730 	en 	9.875824 	6.4 	165000000
Hotel Rwanda 	2004 	tt0395169 	PG-13 	Biography, Drama, History 	$23.47M 	38000000 	en 	9.842574 	7.5 	17500000
Friday Night Lights 	2004 	tt0390022 	PG-13 	Action, Drama, Sport 	$61.19M 	61255921 	en 	9.378857 	7.0 	30000000
Sky Captain and the World of Tomorrow 	2004 	tt0346156 	PG 	Action, Adventure, Mystery 	$37.76M 	57958696 	en 	7.904439 	5.7 	70000000
Kung Fu Hustle 	2004 	tt0373074 	R 	Action, Comedy, Crime 	$17.11M 	100914445 	cn 	6.412365 	7.2 	20000000
Team America: World Police 	2004 	tt0372588 	R 	Action, Comedy 	$32.77M 	50907422 	en 	7.840559 	6.6 	32000000
The Manchurian Candidate 	2004 	tt0368008 	R 	Drama, Mystery, Sci-Fi 	$65.96M 	96105964 	en 	8.88885 	6.2 	80000000
Torque 	2004 	tt0329691 	PG-13 	Action, Comedy, Crime 	$21.22M 	46546197 	en 	5.784736 	4.8 	40000000
Walking Tall 	2004 	tt0351977 	PG-13 	Action, Crime 	$45.86M 	57223890 	en 	9.61537 	6.0 	56000000
Shark Tale 	2004 	tt0307453 	PG 	Animation, Adventure, Comedy 	$160.86M 	367275019 	en 	11.754089 	5.8 	75000000
Along Came Polly 	2004 	tt0343135 	PG-13 	Comedy, Romance 	$88.10M 	171963386 	en 	12.403151 	5.8 	42000000
Meet the Fockers 	2004 	tt0290002 	PG-13 	Comedy, Romance 	$279.26M 	516642939 	en 	10.423085 	6.1 	80000000
Taking Lives 	2004 	tt0364045 	R 	Crime, Mystery, Thriller 	$32.68M 	65470529 	en 	6.749522 	6.0 	45000000
Catwoman 	2004 	tt0327554 	PG-13 	Action, Crime 	$40.20M 	82102379 	en 	8.165224 	4.2 	100000000
Dirty Dancing: Havana Nights 	2004 	tt0338096 	PG-13 	Drama, Music, Romance 	$14.16M 	27685016 	en 	6.576977 	6.0 	25000000
Miracle 	2004 	tt0349825 	PG 	Biography, Drama, History 	$64.38M 	64445708 	en 	7.181314 	7.0 	28000000
Spanglish 	2004 	tt0371246 	PG-13 	Comedy, Drama, Romance 	$42.04M 	55041367 	en 	6.876563 	5.8 	80000000
Scooby-Doo 2: Monsters Unleashed 	2004 	tt0331632 	PG 	Animation, Adventure, Comedy 	$84.22M 	181466833 	en 	8.835798 	5.4 	0
Starsky & Hutch 	2004 	tt0335438 	PG-13 	Comedy, Crime 	$88.24M 	170268750 	en 	8.043369 	5.6 	60000000
Around the World in 80 Days 	2004 	tt0327437 	PG 	Action, Adventure, Comedy 	$24.01M 	72178895 	en 	7.628449 	5.7 	110000000
Club Dread 	2004 	tt0331953 	R 	Comedy, Horror, Thriller 	$4.99M 	5001655 	en 	6.982991 	5.1 	8500000
A Very Long Engagement 	2004 	tt0344510 	R 	Drama, Mystery, Romance 	$6.17M 	0 	fr 	9.768878 	7.1 	47000000
The SpongeBob SquarePants Movie 	2004 	tt0345950 	PG 	Animation, Adventure, Comedy 	$85.42M 	140161792 	en 	10.248258 	6.7 	30000000
Bridget Jones: The Edge of Reason 	2004 	tt0317198 	R 	Comedy, Drama, Romance 	$40.23M 	40203020 	en 	5.882027 	6.1 	50000000
Chasing Liberty 	2004 	tt0360139 	PG-13 	Comedy, Romance 	$12.19M 	12 	en 	6.619503 	6.1 	23000000
Confessions of a Teenage Drama Queen 	2004 	tt0361467 	PG 	Comedy, Family, Music 	$29.33M 	29331068 	en 	5.268786 	5.1 	15000000
The Motorcycle Diaries 	2004 	tt0318462 	R 	Adventure, Biography, Drama 	$16.76M 	16756372 	es 	6.511776 	7.2 	0
Mysterious Skin 	2004 	tt0370986 	Unrated 	Drama, Mystery 	$0.70M 	1524966 	en 	7.369759 	7.4 	0
Hidalgo 	2004 	tt0317648 	PG-13 	Action, Adventure, Biography 	$67.29M 	108103450 	en 	7.048571 	6.5 	100000000
Garfield 	2004 	tt0356634 	PG 	Animation, Comedy, Family 	$75.37M 	200804534 	en 	8.020557 	5.2 	50000000
Mindhunters 	2004 	tt0297284 	R 	Crime, Horror, Mystery 	$4.48M 	21148829 	en 	9.758939 	6.4 	27000000
Wicker Park 	2004 	tt0324554 	PG-13 	Drama, Mystery, Romance 	$12.83M 	13001257 	en 	6.273997 	6.7 	30000000
The Ladykillers 	2004 	tt0335245 	R 	Comedy, Crime, Thriller 	$39.80M 	0 	en 	11.861676 	6.0 	0
Soul Plane 	2004 	tt0367085 	R 	Comedy 	$13.92M 	14822346 	en 	9.856217 	4.7 	16000000
Raise Your Voice 	2004 	tt0361696 	PG 	Family, Music, Romance 	$10.41M 	14867514 	en 	5.347227 	6.0 	15000000
Cellular 	2004 	tt0337921 	PG-13 	Action, Crime, Thriller 	$32.00M 	56422687 	en 	5.507351 	6.1 	25000000
District B13 	2004 	tt0414852 	R 	Action, Crime, Thriller 	$1.20M 	9584131 	fr 	9.334738 	6.5 	12000000
The Prince and Me 	2004 	tt0337697 	PG 	Comedy, Family, Romance 	$28.17M 	0 	en 	11.262317 	5.9 	0
Flight of the Phoenix 	2004 	tt0377062 	PG-13 	Action, Adventure, Drama 	$21.01M 	21009180 	en 	10.753534 	5.7 	45000000
Saved! 	2004 	tt0332375 	PG-13 	Comedy, Drama 	$8.94M 	0 	en 	5.247303 	6.3 	0
2046 	2004 	tt0212712 	R 	Drama, Romance, Sci-Fi 	$0.26M 	19271312 	zh 	5.887283 	6.9 	12000000
Mean Creek 	2004 	tt0377091 	R 	Crime, Drama 	$0.60M 	603943 	en 	8.695998 	6.9 	500000
Without a Paddle 	2004 	tt0364751 	PG-13 	Adventure, Comedy, Mystery 	$58.17M 	69631118 	en 	7.400102 	5.3 	19000000
House of Flying Daggers 	2004 	tt0385004 	PG-13 	Action, Adventure, Drama 	$11.05M 	92863945 	zh 	6.259656 	7.1 	0
Exorcist: The Beginning 	2004 	tt0204313 	R 	Horror, Mystery, Thriller 	$41.82M 	78000586 	en 	9.329674 	4.7 	80000000
Kinsey 	2004 	tt0362269 	R 	Biography, Drama, Romance 	$10.21M 	0 	en 	5.88289 	6.6 	0
After the Sunset 	2004 	tt0367479 	PG-13 	Action, Comedy, Crime 	$28.33M 	61347797 	en 	10.767901 	6.0 	60000000
Wimbledon 	2004 	tt0360201 	PG-13 	Comedy, Romance, Sport 	$17.00M 	41512007 	en 	10.184609 	6.0 	31000000
Raising Helen 	2004 	tt0350028 	PG-13 	Comedy, Drama, Romance 	$37.49M 	49718611 	en 	8.171677 	5.9 	50000000
Super Size Me 	2004 	tt0390521 	PG 	Documentary, Comedy, Drama 	$11.53M 	28575078 	en 	6.909264 	6.6 	65000
I Heart Huckabees 	2004 	tt0356721 	R 	Comedy 	$12.78M 	0 	en 	10.926719 	6.2 	22000000
D.E.B.S. 	2004 	tt0367631 	PG-13 	Action, Comedy, Romance 	$0.10M 	0 	en 	6.213912 	5.6 	3500000
Thunderbirds 	2004 	tt0167456 	PG 	Action, Adventure, Comedy 	$6.77M 	28283637 	en 	12.01247 	4.2 	57000000
Win a Date with Tad Hamilton! 	2004 	tt0335559 	PG-13 	Comedy, Romance 	$17.07M 	16980098 	en 	4.747223 	5.5 	17000000
The Forgotten 	2004 	tt0356618 	PG-13 	Drama, Horror, Mystery 	$66.64M 	117575636 	en 	7.034462 	5.5 	42000000
Jersey Girl 	2004 	tt0300051 	PG-13 	Comedy, Drama, Romance 	$25.27M 	36098382 	en 	6.46067 	5.8 	35000000
Vanity Fair 	2004 	tt0241025 	PG-13 	Drama 	$16.14M 	16123851 	en 	9.993303 	5.6 	23000000
Alfie 	2004 	tt0375173 	R 	Comedy, Drama, Romance 	$13.40M 	13395939 	en 	8.592576 	5.6 	60000000
Christmas with the Kranks 	2004 	tt0388419 	PG 	Comedy, Family 	$73.78M 	0 	en 	6.109374 	5.2 	60000000
The Libertine 	2004 	tt0375920 	R 	Drama, Romance 	$4.84M 	0 	en 	6.626065 	5.9 	0
The Perfect Score 	2004 	tt0314498 	PG-13 	Comedy, Crime 	$10.39M 	0 	en 	6.33014 	5.6 	0
Bad Education 	2004 	tt0275491 	NC-17 	Crime, Drama 	$5.21M 	40266982 	es 	6.508615 	7.1 	5000000
Superbabies: Baby Geniuses 2 	2004 	tt0270846 	PG 	Comedy, Family, Sci-Fi 	$9.11M 	9109322 	en 	5.336898 	1.9 	0
Bride & Prejudice 	2004 	tt0361411 	PG-13 	Comedy, Drama, Musical 	$6.60M 	0 	en 	9.626953 	6.5 	7000000
The Merchant of Venice 	2004 	tt0379889 	R 	Drama, Romance 	$3.77M 	0 	en 	12.655258 	6.7 	0
You Got Served 	2004 	tt0365957 	PG-13 	Drama, Music 	$40.07M 	0 	en 	3.347145 	4.9 	0
The Chorus 	2004 	tt0372824 	PG-13 	Drama, Music 	$3.64M 	0 	fr 	11.519854 	7.5 	0
First Daughter 	2004 	tt0361620 	PG 	Comedy, Drama, Romance 	$9.06M 	0 	en 	5.807248 	5.4 	30000000
Two Brothers 	2004 	tt0338512 	PG 	Adventure, Drama, Family 	$18.95M 	62172050 	en 	4.654028 	6.9 	74500000
De-Lovely 	2004 	tt0352277 	PG-13 	Biography, Drama, Music 	$13.34M 	0 	en 	2.219475 	6.3 	20000000
The Clearing 	2004 	tt0331952 	R 	Drama, Mystery, Thriller 	$5.76M 	12520799 	en 	3.274127 	5.6 	0
Ladder 49 	2004 	tt0349710 	PG-13 	Action, Drama, Thriller 	$74.54M 	74541707 	en 	6.719438 	6.2 	60000000
My Summer of Love 	2004 	tt0382189 	R 	Drama, Romance, Thriller 	$0.99M 	0 	en 	2.911415 	6.0 	0
Shall We Dance 	2004 	tt0358135 	PG-13 	Comedy, Drama, Music 	$57.89M 	170128460 	en 	8.67501 	5.9 	50000000
Nochnoy dozor 	2004 	tt0403358 	R 	Action, Fantasy, Thriller 	$1.49M 	32000000 	ru 	6.283338 	6.3 	4200000
Birth 	2004 	tt0337876 	R 	Drama, Mystery, Romance 	$5.01M 	0 	en 	6.012118 	5.9 	20000000
The Woodsman 	2004 	tt0361127 	R 	Drama, Romance 	$0.04M 	4678405 	en 	6.025615 	6.9 	0
Anacondas: The Hunt for the Blood Orchid 	2004 	tt0366174 	PG-13 	Action, Adventure, Horror 	$32.24M 	70992898 	en 	10.495388 	4.9 	20000000
Catch That Kid 	2004 	tt0337917 	PG 	Adventure, Comedy, Crime 	$16.70M 	16702864 	en 	3.484416 	5.0 	18000000
Fahrenheit 9/11 	2004 	tt0361596 	R 	Documentary, Drama, War 	$119.19M 	119114517 	en 	6.453035 	6.9 	6000000
A Dirty Shame 	2004 	tt0365125 	NC-17 	Comedy 	$1.34M 	1914166 	en 	7.102911 	5.4 	15000000
The Final Cut 	2004 	tt0364343 	PG-13 	Action, Sci-Fi, Thriller 	$0.55M 	548039 	en 	10.257472 	5.9 	0
Agent Cody Banks 2: Destination London 	2004 	tt0358349 	PG 	Action, Adventure, Comedy 	$23.22M 	28818995 	en 	10.775222 	5.2 	26000000
Mr 3000 	2004 	tt0339412 	PG-13 	Comedy, Drama, Romance 	$21.80M 	21800302 	en 	4.356515 	5.0 	30000000
The Alamo 	2004 	tt0318974 	PG-13 	Drama, History, War 	$22.41M 	25819961 	en 	10.473716 	5.8 	145000000
House of D 	2004 	tt0372334 	PG-13 	Comedy, Drama 	$0.37M 	0 	en 	2.093784 	6.1 	0
Little Black Book 	2004 	tt0361841 	PG-13 	Comedy, Romance, Drama 	$20.42M 	22034832 	en 	6.919142 	5.2 	35000000
The Whole Ten Yards 	2004 	tt0327247 	PG-13 	Comedy, Crime, Thriller 	$16.32M 	26155781 	en 	7.211746 	5.5 	40000000
Envy 	2004 	tt0326856 	PG-13 	Comedy 	$12.18M 	0 	en 	12.355318 	4.8 	40000000
Laws of Attraction 	2004 	tt0323033 	PG-13 	Comedy, Romance 	$17.85M 	30016165 	en 	8.118447 	5.6 	28000000
Saam gaang yi 	2004 	tt0420251 	R 	Horror 	$0.08M 	0 	ko 	3.884403 	6.7 	0
Home on the Range 	2004 	tt0299172 	PG 	Animation, Comedy, Family 	$50.03M 	103951461 	en 	9.947399 	5.7 	110000000
A Love Song for Bobby Long 	2004 	tt0369672 	R 	Drama 	$0.16M 	1841260 	en 	6.427442 	6.8 	0
Beyond the Sea 	2004 	tt0363473 	PG-13 	Biography, Drama, Music 	$6.32M 	0 	en 	8.720088 	6.5 	23000000
In Good Company 	2004 	tt0385267 	PG-13 	Comedy, Drama, Romance 	$45.49M 	0 	en 	6.419456 	5.9 	0
She Hate Me 	2004 	tt0384533 	R 	Comedy, Drama 	$0.37M 	365134 	en 	6.385964 	5.1 	8000000
Melinda and Melinda 	2004 	tt0378947 	PG-13 	Comedy, Drama, Romance 	$3.83M 	20085825 	en 	7.080758 	6.3 	0
Spartan 	2004 	tt0360009 	R 	Action, Crime, Drama 	$4.43M 	8112712 	en 	5.287762 	6.3 	19250000
Welcome to Mooseport 	2004 	tt0361925 	PG-13 	Comedy, Romance 	$14.47M 	14000000 	en 	3.745102 	4.8 	30000000
Somersault 	2004 	tt0381429 	Not Rated 	Drama, Romance 	$0.09M 	0 	en 	3.659881 	6.3 	0
Johnson Family Vacation 	2004 	tt0359517 	PG-13 	Comedy 	$31.18M 	31179516 	en 	2.102899 	4.8 	12000000
Fat Albert 	2004 	tt0396592 	PG 	Comedy, Family, Fantasy 	$48.12M 	0 	en 	7.100009 	4.3 	0
The Big Bounce 	2004 	tt0315824 	PG-13 	Comedy, Crime 	$6.47M 	6808550 	en 	4.953915 	5.0 	50000000
The Heart Is Deceitful Above All Things 	2004 	tt0368774 	R 	Drama 	$0.03M 	176153 	en 	2.098727 	5.7 	74050
The Door in the Floor 	2004 	tt0348593 	R 	Comedy, Drama 	$3.84M 	0 	en 	4.347122 	6.0 	0
Dear Frankie 	2004 	tt0377752 	PG-13 	Drama, Romance 	$1.34M 	0 	en 	2.457229 	7.1 	0
Head in the Clouds 	2004 	tt0338097 	R 	Drama, Romance, War 	$0.40M 	0 	en 	7.060347 	5.9 	0
Maria Full of Grace 	2004 	tt0390221 	R 	Crime, Drama 	$6.52M 	0 	es 	5.02568 	6.9 	0
Riding the Bullet 	2004 	tt0355954 	R 	Horror, Thriller 	$0.10M 	0 	en 	5.748822 	5.0 	5000000
Saving Face 	2004 	tt0384504 	R 	Comedy, Drama, Romance 	$1.19M 	0 	en 	2.047737 	6.9 	0
Nobody Knows 	2004 	tt0408664 	PG-13 	Drama 	$0.68M 	0 	ja 	4.678211 	7.8 	0
Lila dit ça 	2004 	tt0424237 	R 	Crime, Drama, Romance 	$0.12M 	0 	fr 	1.995013 	7.1 	0
Vera Drake 	2004 	tt0383694 	R 	Crime, Drama 	$3.75M 	0 	en 	5.111251 	6.8 	11000000
Being Julia 	2004 	tt0340012 	R 	Comedy, Drama, Romance 	$7.74M 	0 	en 	3.526018 	6.4 	0
Suspect Zero 	2004 	tt0324127 	R 	Crime, Drama, Mystery 	$8.73M 	13000000 	en 	9.048733 	5.5 	27000000
P.S. 	2004 	tt0380609 	R 	Comedy, Drama, Fantasy 	$0.18M 	0 	en 	2.698049 	5.9 	0
Sommersturm 	2004 	tt0420206 	R 	Comedy, Drama, Romance 	$0.10M 	0 	de 	3.208971 	6.7 	2700000
Black Friday 	2004 	tt0400234 	Not Rated 	Crime, Drama, History 	$0.03M 	0 	hi 	1.399511 	7.5 	0
Swades 	2004 	tt0367110 	Not Rated 	Drama 	$1.22M 	0 	hi 	3.978398 	7.3 	5000000
Veer-Zaara 	2004 	tt0420332 	Not Rated 	Drama, Family, Musical 	$2.92M 	29385320 	hi 	3.695757 	7.4 	7000000
Millions 	2004 	tt0366777 	PG-13 	Comedy, Crime, Drama 	$6.58M 	6584159 	en 	5.86917 	6.3 	0
Never Die Alone 	2004 	tt0354766 	R 	Action, Crime, Drama 	$5.64M 	5923000 	en 	4.534051 	5.7 	3000000
Palindromes 	2004 	tt0362004 	Not Rated 	Comedy, Drama 	$0.55M 	0 	en 	2.8346 	6.5 	0
Godsend 	2004 	tt0335121 	PG-13 	Drama, Horror, Sci-Fi 	$14.38M 	30114487 	en 	11.217141 	4.7 	25000000
It's All Gone Pete Tong 	2004 	tt0388139 	R 	Biography, Comedy, Drama 	$0.12M 	120620 	en 	3.82345 	7.1 	2000000
Barbershop 2: Back in Business 	2004 	tt0337579 	PG-13 	Comedy, Drama 	$65.11M 	65070412 	en 	6.947281 	5.6 	18000000
Ma mère 	2004 	tt0381392 	NC-17 	Drama, Romance 	$0.07M 	0 	fr 	2.805043 	4.5 	0
3-Iron 	2004 	tt0423866 	R 	Crime, Drama, Romance 	$0.24M 	0 	ko 	12.697027 	7.8 	0
What the #$*! Do We (K)now!? 	2004 	tt0399877 	Unrated 	Documentary, Comedy, Drama 	$10.94M 	10000000 	en 	8.067543 	5.7 	0
A Good Woman 	2004 	tt0379306 	PG 	Drama, Comedy, Romance 	$0.22M 	0 	en 	10.548062 	6.0 	0
Enduring Love 	2004 	tt0375735 	R 	Drama, Mystery, Romance 	$0.36M 	0 	en 	2.009422 	5.8 	0
Ladies in Lavender 	2004 	tt0377084 	PG-13 	Drama, Music, Romance 	$6.76M 	20377075 	en 	4.961559 	6.5 	0
When Will I Be Loved 	2004 	tt0396271 	R 	Drama, Thriller 	$0.16M 	159429 	tr 	1.561238 	4.2 	0
Calvaire 	2004 	tt0407621 	Not Rated 	Horror 	$0.00M 	0 	fr 	5.013253 	5.6 	0
Stage Beauty 	2004 	tt0368658 	R 	Drama 	$0.78M 	776691 	en 	3.667651 	7.0 	0
Ils se marièrent et eurent beaucoup d'enfants 	2004 	tt0381270 	Unrated 	Comedy, Drama, Music 	$0.25M 	0 	fr 	3.190176 	5.9 	0
Breakin' All the Rules 	2004 	tt0349169 	PG-13 	Comedy, Romance 	$11.83M 	0 	en 	3.743849 	5.8 	0
Eros 	2004 	tt0343663 	R 	Drama, Romance 	$0.19M 	0 	en 	3.55198 	5.0 	0
Rory O'Shea Was Here 	2004 	tt0417791 	R 	Comedy, Drama 	$0.02M 	0 	en 	2.388793 	7.1 	0
Undertow 	2004 	tt0360130 	R 	Drama, Thriller 	$0.02M 	143597 	en 	3.032147 	5.9 	0
The Edukators 	2004 	tt0408777 	R 	Drama, Romance 	$0.18M 	0 	de 	5.049889 	7.2 	0
Saint Ralph 	2004 	tt0384488 	PG-13 	Comedy, Drama, Sport 	$0.80M 	0 	en 	2.984274 	7.3 	0
Tae Guk Gi: The Brotherhood of War 	2004 	tt0386064 	R 	Action, Drama, War 	$1.11M 	0 	ko 	8.90608 	7.4 	0
Suchîmubôi 	2004 	tt0348121 	PG-13 	Animation, Action, Adventure 	$0.41M 	0 	ja 	6.555673 	6.4 	20000000
Born Into Brothels: Calcutta's Red Light Kids 	2004 	tt0388789 	R 	Documentary 	$3.41M 	3515061 	en 	2.920378 	6.7 	350000
Paparazzi 	2004 	tt0338325 	PG-13 	Action, Crime, Drama 	$15.71M 	16605763 	en 	9.984831 	5.8 	20000000
We Don't Live Here Anymore 	2004 	tt0361309 	R 	Drama, Romance 	$2.04M 	2037545 	en 	1.863284 	5.8 	3000000
A Home at the End of the World 	2004 	tt0359423 	R 	Drama, Romance 	$1.03M 	1548955 	en 	2.534949 	6.8 	6500000
Surviving Christmas 	2004 	tt0252028 	PG-13 	Comedy, Romance 	$11.66M 	14793624 	en 	8.000533 	5.1 	45000000
The Cookout 	2004 	tt0380277 	PG-13 	Comedy 	$11.54M 	12 	en 	3.485842 	4.6 	16000000
Brødre 	2004 	tt0386342 	R 	Drama, War 	$0.38M 	0 	da 	7.15275 	6.5 	0
Highwaymen 	2004 	tt0339147 	R 	Action, Crime, Thriller 	$0.37M 	371396 	en 	3.858694 	5.8 	0
Yu-Gi-Oh!: The Movie 	2004 	tt0403703 	PG 	Animation, Action, Adventure 	$19.76M 	29170410 	en 	4.388618 	5.4 	20000000
Connie and Carla 	2004 	tt0345074 	PG-13 	Comedy, Crime, Music 	$8.05M 	11341016 	en 	7.390495 	6.4 	20000000
Turtles Can Fly 	2004 	tt0424227 	PG-13 	Drama, War 	$0.26M 	0 	fa 	4.043962 	7.3 	0
Eulogy 	2004 	tt0349416 	R 	Comedy, Drama 	$0.07M 	0 	en 	14.649443 	6.4 	0
The Assassination of Richard Nixon 	2004 	tt0364961 	R 	Biography, Crime, Drama 	$0.70M 	3537961 	en 	6.91289 	6.4 	0
Appleseed 	2004 	tt0401233 	R 	Animation, Action, Drama 	$0.13M 	1461989 	ja 	5.771056 	6.8 	10000000
Criminal 	2004 	tt0362526 	R 	Comedy, Crime, Drama 	$14.69M 	0 	en 	2.904743 	6.5 	0
Innocent Voices 	2004 	tt0387914 	R 	Drama, Thriller, War 	$0.84M 	837000 	es 	6.332845 	7.6 	0
Take Out 	2004 	tt0391483 	Not Rated 	Drama 	$0.07M 	0 	en 	0.115124 	4.7 	0
Metallica: Some Kind of Monster 	2004 	tt0387412 	Not Rated 	Documentary, Music 	$1.22M 	0 	en 	2.619997 	6.7 	0
The Holy Girl 	2004 	tt0300270 	R 	Drama 	$0.30M 	0 	es 	0.943669 	6.8 	1400000
Dhoom 	2004 	tt0422091 	Not Rated 	Action, Crime, Thriller 	$0.25M 	12000000 	hi 	3.929604 	6.2 	1500000
Modigliani 	2004 	tt0367188 	R 	Biography, Drama 	$0.20M 	0 	en 	3.380423 	7.3 	12000000
Lakshya 	2004 	tt0323013 	Not Rated 	Action, Adventure, Drama 	$0.75M 	0 	hi 	2.21785 	6.5 	483719
Against the Ropes 	2004 	tt0312329 	PG-13 	Biography, Drama, Romance 	$5.88M 	6614280 	en 	2.691207 	4.7 	39000000
Bobby Jones: Stroke of Genius 	2004 	tt0375104 	PG 	Biography, Drama, Romance 	$2.69M 	0 	en 	2.602577 	5.5 	0
Keane 	2004 	tt0420291 	R 	Drama, Mystery, Thriller 	$0.03M 	0 	en 	1.603563 	6.7 	0
Imaginary Heroes 	2004 	tt0373024 	R 	Comedy, Drama 	$0.23M 	0 	en 	1.858451 	6.3 	10000000
5x2 	2004 	tt0354356 	R 	Drama, Romance 	$0.13M 	0 	fr 	2.779122 	6.1 	0
A Hole in My Heart 	2004 	tt0381682 	Unrated 	Drama 	$0.00M 	0 	sv 	8.207094 	4.5 	0
Terkel i knibe 	2004 	tt0386820 	Not Rated 	Animation, Comedy, Musical 	$0.01M 	0 	da 	2.194634 	6.8 	0
Yuva 	2004 	tt0382383 	Not Rated 	Action, Adventure, Crime 	$0.28M 	0 	hi 	0.434075 	6.5 	0
Down to the Bone 	2004 	tt0363579 	R 	Drama 	$0.02M 	0 	en 	1.222395 	6.5 	0
Matando Cabos 	2004 	tt0380538 	R 	Action, Adventure, Comedy 	$0.13M 	0 	es 	2.190402 	7.6 	0
My Baby's Daddy 	2004 	tt0332712 	PG-13 	Comedy 	$17.32M 	51 	en 	5.996353 	4.3 	0
Fascination 	2004 	tt0305632 	R 	Mystery, Romance, Thriller 	$0.02M 	0 	de 	0.408122 	3.8 	0
The Last Shot 	2004 	tt0357054 	R 	Comedy, Romance 	$0.46M 	0 	en 	4.261741 	5.9 	0
Marebito 	2004 	tt0434179 	R 	Drama, Fantasy, Horror 	$0.01M 	0 	ja 	1.400199 	6.0 	0
Home of Phobia 	2004 	tt0380420 	R 	Comedy, Romance 	$0.01M 	0 	en 	0.317875 	6.3 	0
The Bridge of San Luis Rey 	2004 	tt0356443 	PG 	Drama, Romance 	$0.04M 	0 	en 	1.744955 	5.4 	0
A Day Without a Mexican 	2004 	tt0377744 	R 	Comedy, Drama, Fantasy 	$4.18M 	0 	en 	2.134002 	5.0 	0
C.S.A.: The Confederate States of America 	2004 	tt0389828 	Unrated 	Comedy, Drama, War 	$0.67M 	0 	en 	1.198533 	5.9 	0
Silver City 	2004 	tt0376890 	R 	Comedy, Drama, Mystery 	$1.02M 	0 	en 	2.372906 	6.3 	0
Touch of Pink 	2004 	tt0374277 	R 	Drama, Comedy, Romance 	$0.56M 	0 	en 	2.112094 	5.7 	0
Hellbent 	2004 	tt0356159 	R 	Horror, Thriller 	$0.19M 	0 	en 	0.684899 	3.8 	0
Ha-Ushpizin 	2004 	tt0426155 	PG 	Drama 	$1.40M 	0 	en 	0.45204 	6.3 	0
In My Country 	2004 	tt0349260 	R 	Drama, Romance 	$0.16M 	163536 	en 	1.665175 	7.1 	12000000
The Best Two Years 	2004 	tt0377038 	PG 	Comedy, Drama 	$1.16M 	1163450 	en 	1.490762 	7.7 	400000
Hum Tum 	2004 	tt0378072 	Not Rated 	Comedy, Drama, Romance 	$0.35M 	0 	hi 	2.903839 	6.1 	0
Wild Side 	2004 	tt0364120 	Not Rated 	Drama, Romance 	$0.02M 	0 	fr 	0.865769 	6.9 	0
Around the Bend 	2004 	tt0384810 	R 	Comedy, Drama 	$0.19M 	0 	en 	2.290598 	5.8 	0
Clifford's Really Big Movie 	2004 	tt0398872 	G 	Animation, Adventure, Comedy 	$2.83M 	0 	ab 	2.212627 	5.1 	0
Stateside 	2004 	tt0339727 	R 	Drama, Music, Romance 	$0.17M 	174318 	en 	0.801893 	5.6 	16000000
The Work and the Glory 	2004 	tt0410454 	PG 	Romance, Drama 	$3.35M 	3347647 	en 	1.060626 	6.1 	7500000
Woman Thou Art Loosed 	2004 	tt0399901 	R 	Drama 	$6.88M 	6804016 	en 	0.426472 	5.0 	3000000
La demoiselle d'honneur 	2004 	tt0405866 	Not Rated 	Thriller, Drama, Romance 	$0.11M 	0 	fr 	0.925145 	6.2 	0
Dig! 	2004 	tt0388888 	R 	Documentary, Music 	$0.13M 	127067 	en 	2.167341 	7.2 	0
Moolaadé 	2004 	tt0416991 	Unrated 	Drama 	$0.21M 	214605 	bm 	1.117934 	5.9 	0
